rank,track_artist,peak,prev,streak,streams,track_name,artist_name,duration_ms,explicit,is_local,release_date,artist_id,track_id
93,"Champion
BLACKPINK",93,,1,10936765,Champion,BLACKPINK,172992,False,False,2026-02-27,41MozSoPIsD1dJM0CLPjZF,3oraRy91vke1aof4tIrQfr
94,"7-3
Peso Pluma, Tito Double P",42,97.0,10,10893482,7-3,"Peso Pluma, Tito Double P",189102,True,False,2025-12-25,12GqGscKJx3aE4t07u7eVZ,4lzo6zPM2paqyP8oBp3DOs
95,"Body
Don Toliver",34,83.0,5,10848483,Body,Don Toliver,155753,True,False,2026-01-30,4Gso3d4CscCijv0lmajZWs,0FlcmZ13DGRmscCroro9GO
96,"Todo Lo Fue
Lenin Ramírez",85,85.0,6,10798503,Todo Lo Fue,Lenin Ramírez,192064,False,False,2024-05-24,3hTffafUYLLgO4yuPAxb5U,0Sa8aRfGckW0qUGLrBwoBG
97,"Timeless (feat Playboi Carti)
The Weeknd, Playboi Carti",3,84.0,75,10778352,Timeless (feat Playboi Carti),"The Weeknd, Playboi Carti",256000,True,False,2025-01-31,1Xyo4u8uXC1ZmMpatF05PJ,0FIDCNYYjNvPVimz5icugS
98,"Viva La Vida
Coldplay",31,103.0,184,10775710,Viva La Vida,Coldplay,242373,False,False,2008-06-06,4gzpq5DPGxSnKTe4SA8HAU,1mea3bSkSGXuIRvnydlB5b
99,"What You Saying
Lil Uzi Vert",38,70.0,9,10766325,What You Saying,Lil Uzi Vert,131729,False,False,2025-12-22,4O15NlyKLIASxsJ0PrXPfz,7cjoZVmWe2xsGR4wcXiV2v
100,"On My Soul
Bruno Mars",100,,1,10766096,On My Soul,Bruno Mars,174676,False,False,2026-02-27,0du5cEVh5yTK9QJze8zA0C,4i4BVY2JiH4mDSLIBdNGKD
101,"Bring Me To Life
Evanescence",90,90.0,48,10745555,Bring Me To Life,Evanescence,235893,False,False,2003-03-04,5nGIFgo0shDenQYSE0Sn7c,0COqiPhxzoWICwFCS4eZcp
102,"When I Was Your Man
Bruno Mars",38,86.0,10,10738859,When I Was Your Man,Bruno Mars,213826,False,False,2012-12-07,0du5cEVh5yTK9QJze8zA0C,0nJW01T7XtvILxQgC5J7Wh
103,"We Are The People
Empire Of The Sun",94,120.0,10,10737620,We Are The People,Empire Of The Sun,267373,False,False,2008-10-03,67hb7towEyKvt5Z8Bx306c,3zEN0ii6s4DHHBpnTp3RP7
104,"Danza Kuduro
Don Omar, Lucenzo",80,117.0,12,10691801,Danza Kuduro,"Don Omar, Lucenzo",198773,False,False,2010-01-01,33ScadVnbm2X8kkUqOkC6Z,2a1o6ZejUi8U3wzzOtCOYw
105,"Marlboro Rojo
Fuerza Regida",20,112.0,43,10648295,Marlboro Rojo,Fuerza Regida,184173,True,False,2025-05-02,0ys2OFYzWYB5hRDLCsBqxt,3hpm0fTeSqlhJbnqAgaLZs
106,"The Less I Know The Better
Tame Impala",87,94.0,22,10643747,The Less I Know The Better,Tame Impala,216320,True,False,2015-07-17,5INjqkS1o8h1imAzPqGZBb,6K4t31amVTZDgR3sKmwUJJ
107,"Nice To Each Other
Olivia Dean",53,96.0,10,10604359,Nice To Each Other,Olivia Dean,209000,False,False,2025-05-30,00x1fYSGhdqScXBRpSj3DW,7gKxCvTDWwV9wBhdeBbr3l
108,"Good Luck, Babe!
Chappell Roan",6,91.0,99,10578030,"Good Luck, Babe!",Chappell Roan,218423,False,False,2024-04-05,7GlBOeep6PqTfFi59PTUUN,0WbMK4wrZ1wFSty9F7FCgu
109,"no tiene sentido
Beéle",18,107.0,10,10498826,no tiene sentido,Beéle,158036,False,False,2025-05-15,7a0XAaPaK2aDSqa8p3QnC7,1HEwEN64NjgTaHmo7LfkX8
110,"Bahagia Lagi
Piche Kota",105,108.0,5,10462273,Bahagia Lagi,Piche Kota,227415,False,False,2025-10-23,5zAYPlhV1TirCul0R4NKGM,5tZaKZPJtiHh6teQfVEHB5
111,"A Couple Minutes
Olivia Dean",76,76.0,10,10455444,A Couple Minutes,Olivia Dean,212000,False,False,2025-09-26,00x1fYSGhdqScXBRpSj3DW,312z6PZ8wwREck8613PkJk
112,"Shape of You
Ed Sheeran",1,110.0,57,10451716,Shape of You,Ed Sheeran,233712,False,False,2017-03-03,6eUKZXaKkcviH0Ku9w2n3V,7qiZfU4dY1lWllzX7mPBI3
113,"Let Me Love You
DJ Snake, Justin Bieber",4,80.0,23,10448256,Let Me Love You,"DJ Snake, Justin Bieber",205946,False,False,2016-08-05,540vIaP2JwjQb9dm3aArA4,0lYBSQXN6rCTvUZvg9S0lU
114,"The Man Who Can't Be Moved
The Script",106,115.0,9,10438200,The Man Who Can't Be Moved,The Script,241373,False,False,2008-07-14,3AQRLZ9PuTAozP28Skbq8V,3nqqDo8CcCLke3ZoTgiOKf
115,"Aperture
Harry Styles",2,130.0,6,10416107,Aperture,Harry Styles,311733,False,False,2026-01-22,6KImCVD70vtIoJWnq6nGn3,45Z3m6yazmAi4jZuW0tzW0
116,"Midnight Sun
Zara Larsson",116,116.0,7,10406154,Midnight Sun,Zara Larsson,189898,False,False,2025-09-25,1Xylc3o4UrD53lo9CvFvVg,1qRV1dKLOfH1s00b9J2LUQ
117,"Cinnamon Girl
Lana Del Rey",86,92.0,9,10399475,Cinnamon Girl,Lana Del Rey,300683,False,False,2019-08-30,00FQb4jTyendYWaN8pK0wa,2mdEsXPu8ZmkHRRtAdC09e
118,"CHANEL
Tyla",9,73.0,16,10354956,CHANEL,Tyla,188059,True,False,2025-10-24,3SozjO3Lat463tQICI9LcE,4VxTzYm00mg82MuoT35Ja7
119,"Blinding Lights
The Weeknd",1,99.0,327,10291828,Blinding Lights,The Weeknd,200040,False,False,2020-03-20,1Xyo4u8uXC1ZmMpatF05PJ,0VjIjW4GlUZAMYd2vXMi3b
120,"Dracula
Tame Impala",35,197.0,2,10220481,Dracula,Tame Impala,205308,True,False,2025-10-17,5INjqkS1o8h1imAzPqGZBb,1NXbNEAcPvY5G1xvfN57aA
121,"COQUETA
Fuerza Regida, Grupo Frontera",88,100.0,7,10178837,COQUETA,"Fuerza Regida, Grupo Frontera",241648,False,False,2024-12-19,0ys2OFYzWYB5hRDLCsBqxt,1PREzVLuDT6PSE9sej4wnV
122,"Smells Like Teen Spirit
Nirvana",103,114.0,10,10163426,Smells Like Teen Spirit,Nirvana,301920,False,False,1991-09-26,6olE6TJLqED3rqDCT0FyPh,5ghIJDpPoe3CfHMGu71E6T
123,"Dracula - JENNIE Remix
Tame Impala, JENNIE",123,144.0,2,10106948,Dracula - JENNIE Remix,"Tame Impala, JENNIE",209720,True,False,2026-02-06,5INjqkS1o8h1imAzPqGZBb,5yvVYFDUpbnjcnRBgjwTzM
124,"Si Antes Te Hubiera Conocido
KAROL G",5,106.0,12,9995970,Si Antes Te Hubiera Conocido,KAROL G,195824,False,False,2025-06-20,790FomKkXshlbRYZFtlgla,73scB4Q4fcOmnsBVZPmk32
125,"Give Me Everything (feat. Nayer)
Pitbull, AFROJACK, Ne-Yo, Nayer",72,128.0,10,9991560,Give Me Everything (feat. Nayer),"Pitbull, AFROJACK, Ne-Yo, Nayer",252306,False,False,2011-06-17,0TnOYISbd1XYRBk9myaseg,4QNpBfC0zvjKqPJcyqBy9W
126,"See You Again (feat. Kali Uchis)
Tyler, The Creator, Kali Uchis",16,193.0,2,9935496,See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",180386,True,False,2017-07-21,4V8LLVI7PbaPR0K2TGSxFF,7KA4W4McWYRpgf0fWsJZWB
127,"luther (with sza)
Kendrick Lamar, SZA",2,105.0,67,9906102,luther (with sza),"Kendrick Lamar, SZA",177598,False,False,2024-11-21,2YZyLoL8N0Wb9xBt1NhZWg,2CGNAOSuO1MEFCbBRgUzjd
128,"No Pole
Don Toliver",72,131.0,26,9827953,No Pole,Don Toliver,187613,True,False,2023-02-28,4Gso3d4CscCijv0lmajZWs,0eaVIYo2zeOaGJeqZ5TwYz
129,"DAISIES
Justin Bieber",2,104.0,34,9788390,DAISIES,Justin Bieber,176453,False,False,2025-07-11,1uNFoZAHBGtllmzznpCI3s,5BZsQlgw21vDOAjoqkNgKb
130,"Hips Don't Lie (feat. Wyclef Jean)
Shakira, Wyclef Jean",82,143.0,4,9778909,Hips Don't Lie (feat. Wyclef Jean),"Shakira, Wyclef Jean",220360,False,False,2005-11-28,0EmeFodog0BfCgMzAIvKQp,3d0WouFnFmr0K3kjeza3fF
131,"Somewhere Only We Know
Keane",71,113.0,62,9757710,Somewhere Only We Know,Keane,236160,False,False,2004-01-01,53A0W3U0s8diEn9RhXQhVz,0ll8uFnc0nANY35E0Lfxvg
132,"Only Girl (In The World)
Rihanna",99,138.0,10,9753528,Only Girl (In The World),Rihanna,235493,False,False,2010-01-01,5pKCCKE2ajJHZ9KAiaK11H,2ENexcMEMsYk0rVJigVD3i
133,"Don't Stop The Music
Rihanna",133,135.0,10,9729712,Don't Stop The Music,Rihanna,267080,False,False,2007-01-01,5pKCCKE2ajJHZ9KAiaK11H,1Jo0Zg7XlrA6z0mFTZVdkn
134,"FOREVER TU GANTEL
Omar Courtz, Ñengo Flow",134,174.0,2,9668105,FOREVER TU GANTEL,"Omar Courtz, Ñengo Flow",226533,True,False,2026-02-19,3E12tRURRvPfHz0hAMCFYc,1YAWMfsmduIrpqrjP45pFn
135,"Folded
Kehlani",62,111.0,31,9647055,Folded,Kehlani,238120,False,False,2025-06-11,0cGUm45nv7Z6M6qdXYQGTX,0bxPRWprUVpQK0UFcddkrA
136,"Without Me
Eminem",31,137.0,10,9643099,Without Me,Eminem,290320,True,False,2002-05-26,7dGJo4pcD2V6oG8kP0tJRR,7lQ8MOhq6IN2w8EYcFNSUk
137,"Counting Stars
OneRepublic",86,129.0,10,9629839,Counting Stars,OneRepublic,257265,False,False,2013-01-01,5Pwc4xIPtQLFEnJriah9YJ,2tpWsVSb9UEmDRxAl1zhX1
138,"Africa
TOTO",95,142.0,10,9628035,Africa,TOTO,295282,False,False,1982-04-08,0PFtn5NtBbbUNbU9EAmIWF,2374M0fQpWi3dLnB54qaLX
139,"Numb
Linkin Park",24,,1,9614554,Numb,Linkin Park,187520,False,False,2003-03-25,6XyY86QOPPrYVGvF9ch6wz,2nLtzopw4rPReszdYBJU6h
140,"KLOuFRENS
Bad Bunny",19,77.0,5,9606979,KLOuFRENS,Bad Bunny,199114,True,False,2025-01-05,4q3ewBCX7sLwd24euuV69X,4MUrUT38U98olfnyzMBCzm
141,"Me Rehúso
Danny Ocean",20,136.0,4,9591414,Me Rehúso,Danny Ocean,205714,False,False,2019-03-22,5H1nN1SzW0qNeUEZvuXjAj,6ifUES3keWjwXgae8pXI3o
142,"Young And Beautiful
Lana Del Rey",104,127.0,10,9517933,Young And Beautiful,Lana Del Rey,236053,False,False,2013-01-01,00FQb4jTyendYWaN8pK0wa,2nMeu6UenVvwUktBCpLMK9
143,"Perfect
Ed Sheeran",4,126.0,58,9493737,Perfect,Ed Sheeran,263400,False,False,2017-03-03,6eUKZXaKkcviH0Ku9w2n3V,0tgVpDi06FyKpA1z0VMD4v
144,"From The Start
Laufey",97,123.0,10,9475684,From The Start,Laufey,169573,False,False,2023-09-08,7gW0r5CkdEUMm42w9XpyZO,43iIQbw5hx986dUEZbr3eN
145,"Sedia Aku Sebelum Hujan
Idgitaf",24,101.0,14,9473328,Sedia Aku Sebelum Hujan,Idgitaf,230130,False,False,2025-10-08,7pFWMC2E7h8eL3SZyHRsRq,64qfw9JZl3RYCrq4Mn0WvT
146,"Can't Hold Us (feat. Ray Dalton)
Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",86,159.0,3,9423791,Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",258431,False,False,2012-10-09,3JhNCzhSMTxs9WLGJJxWOY,22skzmqfdWrjJylampe0kt
147,"4 Raws
EsDeeKid",32,118.0,12,9402337,4 Raws,EsDeeKid,146666,True,False,2025-06-20,0EyhkwP3UnwGFBy6xwKjSy,554qQSs9lpRVq6TlaaiIKT
148,"Let Down
Radiohead",55,122.0,40,9388181,Let Down,Radiohead,299560,False,False,1997-05-28,4Z8W4fKeB5YxbusRsdQVPb,2fuYa3Lx06QQJAm0MjztKr
149,"Apocalypse
Cigarettes After Sex",53,119.0,138,9386099,Apocalypse,Cigarettes After Sex,290146,False,False,2017-06-09,1QAJqy2dA3ihHBFIHRphZj,1oAwsWBovWRIp7qLMGPIet
150,"like JENNIE
JENNIE",6,133.0,52,9361515,like JENNIE,JENNIE,123517,True,False,2025-03-07,250b0Wlc5Vk0CoUsaCY84M,0fK7ie6XwGxQTIkpFoWkd1
151,"We Found Love
Rihanna, Calvin Harris",59,164.0,3,9334027,We Found Love,"Rihanna, Calvin Harris",215226,False,False,2011-11-18,5pKCCKE2ajJHZ9KAiaK11H,6qn9YLKt13AGvpq9jfO8py
152,"Rein Me In (with Olivia Dean)
Sam Fender, Olivia Dean",152,,1,9320136,Rein Me In (with Olivia Dean),"Sam Fender, Olivia Dean",339410,True,False,2025-06-20,6zlR5ttMfMNmwf2lecU9Cc,7MZHqgTVTnN6xZGYAcEEAf
153,"Have You Ever Seen The Rain
Creedence Clearwater Revival",75,166.0,3,9296874,Have You Ever Seen The Rain,Creedence Clearwater Revival,160133,False,False,1970-12-07,3IYUhFvPQItj6xySrBmZkd,2LawezPeJhN4AWuSB0GtAU
154,"Me and my
BLACKPINK",154,,1,9264489,Me and my,BLACKPINK,172323,True,False,2026-02-27,41MozSoPIsD1dJM0CLPjZF,5MXcM263QvCTWriH3nVusc
155,"Sorry
Justin Bieber",65,124.0,10,9260859,Sorry,Justin Bieber,200786,False,False,2015-11-13,1uNFoZAHBGtllmzznpCI3s,09CtPGIpYB4BrO8qb1RGsF
156,"It Will Rain
Bruno Mars",57,148.0,8,9231016,It Will Rain,Bruno Mars,257720,False,False,2011-11-04,0du5cEVh5yTK9QJze8zA0C,0RUGuh2uSNFJpGMSsD1F5C
157,"Kiss It Better
Rihanna",157,,1,9225754,Kiss It Better,Rihanna,253080,True,False,2016-01-28,5pKCCKE2ajJHZ9KAiaK11H,0UHB9METy4VCXNgkcGqHqS
158,"Another Love
Tom Odell",15,151.0,256,9205850,Another Love,Tom Odell,244360,True,False,2013-06-24,2txHhyCwHjUEpJjWrEyqyX,3JvKfv6T31zO0ini8iNItO
159,"chiclona
Peso Pluma, Tito Double P, LENCHO",159,,1,9179016,chiclona,"Peso Pluma, Tito Double P, LENCHO",161620,True,False,2026-02-26,12GqGscKJx3aE4t07u7eVZ,5Q4HTsEGKanxOwL1nYCnhQ
160,"Sweet Child O' Mine
Guns N' Roses",101,153.0,3,9149302,Sweet Child O' Mine,Guns N' Roses,356066,False,False,1987-07-21,3qm84nBOXUEQ2vnTfUTTFC,7snQQk1zcKl8gZ92AnueZW
161,"Closer
The Chainsmokers, Halsey",2,155.0,9,9116116,Closer,"The Chainsmokers, Halsey",244960,False,False,2016-07-29,69GGBxA162lTqCwzJG5jLp,7BKLCZ1jbUBVqRi2FVlTVw
162,"Everybody Wants To Rule The World
Tears For Fears",51,169.0,24,9105447,Everybody Wants To Rule The World,Tears For Fears,251488,False,False,1985-02-25,4bthk9UfsYUYdcFyqxmSUU,4RvWPyQ5RL0ao9LPZeSouE
163,"The Chain - 2004 Remaster
Fleetwood Mac",119,157.0,10,9099682,The Chain - 2004 Remaster,Fleetwood Mac,270213,False,False,1977-02-04,08GQAI4eElDnROBrJRGE0X,5e9TFTbltYBg2xThimr0rU
164,"Photograph
Ed Sheeran",41,139.0,9,9083131,Photograph,Ed Sheeran,258986,False,False,2013,6eUKZXaKkcviH0Ku9w2n3V,6fxVffaTuwjgEk5h9QyRjy
165,"Just Keep Watching (From F1® The Movie)
Tate McRae, F1 The Album",10,141.0,9,9073409,Just Keep Watching (From F1® The Movie),"Tate McRae, F1 The Album",142550,False,False,2025-05-30,45dkTj5sMRSjrmBSBeiHym,2yWlGEgEfPot0lv3OAjuG3
166,"Posso Até Não Te Dar Flores
DJ Japa NK, MC Meno K, MC Ryan SP, Mc Jacaré, DJ DAVI DOGDOG",11,134.0,20,9050005,Posso Até Não Te Dar Flores,"DJ Japa NK, MC Meno K, MC Ryan SP, Mc Jacaré, DJ DAVI DOGDOG",162461,True,False,2025-09-11,1bpnl8qbR9GxmiNlkEufW6,4tYCyoSpv0Ujpfwcneb02l
167,"Promiscuous
Nelly Furtado, Timbaland",140,173.0,3,9030960,Promiscuous,"Nelly Furtado, Timbaland",242293,False,False,2006-01-01,2jw70GZXlAI8QzWeY2bgRc,2gam98EZKrF9XuOkU13ApN
