rank,track_artist,peak,prev,streak,streams,track_name,artist_name
1,"I Deserve (Bonus)
Stevieknocks",1,,1,42959,I Deserve (Bonus),Stevieknocks
2,"Two Car Garage
Jon Bellion, Swae Lee, FANDOM",2,,1,32396,Two Car Garage,"Jon Bellion, Swae Lee, FANDOM"
3,"MORE THAN A FRIEND
Elijah Connor",3,,1,29678,MORE THAN A FRIEND,Elijah Connor
4,"DtMF
Bad Bunny",1,1.0,59,28040,DtMF,Bad Bunny
5,"Highlife
Leo Grewal",5,,1,27544,Highlife,Leo Grewal
6,"Seven (feat. Latto) (Explicit Ver.)
Jung Kook, Latto",1,5.0,25,25330,Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto"
7,"Raindance (feat. Tems)
Dave, Tems",2,4.0,18,25025,Raindance (feat. Tems),"Dave, Tems"
8,"MON BÉBÉ
RnBoi",1,6.0,18,24056,MON BÉBÉ,RnBoi
9,"Tití Me Preguntó
Bad Bunny",3,3.0,3,20908,Tití Me Preguntó,Bad Bunny
10,"Argent Sale - A COLORS SHOW
La Rvfleuze, COLORS",10,61.0,2,20517,Argent Sale - A COLORS SHOW,"La Rvfleuze, COLORS"
11,"NUEVAYoL
Bad Bunny",2,2.0,60,19835,NUEVAYoL,Bad Bunny
12,"End of Beginning
Djo",4,8.0,15,19183,End of Beginning,Djo
13,"The Fate of Ophelia
Taylor Swift",1,10.0,21,19066,The Fate of Ophelia,Taylor Swift
14,"WHERE IS MY HUSBAND!
RAYE",7,11.0,23,18410,WHERE IS MY HUSBAND!,RAYE
15,"BAILE INoLVIDABLE
Bad Bunny",4,7.0,9,18246,BAILE INoLVIDABLE,Bad Bunny
16,"Golden
HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",2,9.0,35,18167,Golden,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast"
17,"Ordinary
Alex Warren",1,12.0,55,16412,Ordinary,Alex Warren
18,"LOVE YOU
Nono La Grinta",7,16.0,18,15740,LOVE YOU,Nono La Grinta
19,"AVEC MOI
RnBoi, Nono La Grinta",4,14.0,6,15183,AVEC MOI,"RnBoi, Nono La Grinta"
20,"Man I Need
Olivia Dean",9,13.0,27,14972,Man I Need,Olivia Dean
21,"Lush Life
Zara Larsson",10,15.0,15,14616,Lush Life,Zara Larsson
22,"B.M.S (by my side)
Rambo goyard",14,20.0,7,13618,B.M.S (by my side),Rambo goyard
23,"PARISIENNE
GIMS, La Mano 1.9",4,19.0,30,12965,PARISIENNE,"GIMS, La Mano 1.9"
24,"melodrama
disiz, Theodora",10,18.0,20,12364,melodrama,"disiz, Theodora"
25,"12 to 12
sombr",17,21.0,31,12068,12 to 12,sombr
26,"No Broke Boys
Disco Lines, Tinashe",8,23.0,32,11835,No Broke Boys,"Disco Lines, Tinashe"
27,"EoO
Bad Bunny",13,17.0,4,11428,EoO,Bad Bunny
28,"So Easy (To Fall In Love)
Olivia Dean",25,25.0,21,11282,So Easy (To Fall In Love),Olivia Dean
29,"back to friends
sombr",5,29.0,49,11119,back to friends,sombr
30,"Stateside + Zara Larsson
PinkPantheress, Zara Larsson",30,59.0,6,11114,Stateside + Zara Larsson,"PinkPantheress, Zara Larsson"
31,"Génération impolie
Franglish, KeBlack",15,24.0,19,10866,Génération impolie,"Franglish, KeBlack"
32,"I Just Might
Bruno Mars",16,26.0,7,10507,I Just Might,Bruno Mars
33,"Babydoll
Dominic Fike",33,47.0,4,10450,Babydoll,Dominic Fike
34,"RUINART
R2",4,27.0,36,10091,RUINART,R2
35,"Die On This Hill
SIENNA SPIRO",26,36.0,9,9971,Die On This Hill,SIENNA SPIRO
36,"Love Me Not
Ravyn Lenae",7,33.0,48,9923,Love Me Not,Ravyn Lenae
37,"(When You Gonna) Give It Up to Me - Radio Version
Sean Paul, Keyshia Cole",37,49.0,8,9693,(When You Gonna) Give It Up to Me - Radio Version,"Sean Paul, Keyshia Cole"
38,"Gabriela
KATSEYE",23,31.0,28,9282,Gabriela,KATSEYE
39,"Beautiful Things
Benson Boone",1,37.0,110,9252,Beautiful Things,Benson Boone
40,"Zoo
Disney, Shakira",33,34.0,10,9141,Zoo,"Disney, Shakira"
41,"Every Breath You Take
The Police",18,35.0,113,9091,Every Breath You Take,The Police
42,"CHANEL
Tyla",21,32.0,15,8979,CHANEL,Tyla
43,"OG
Genezio, Niska",28,39.0,9,8794,OG,"Genezio, Niska"
44,"VOY A LLeVARTE PA PR
Bad Bunny",15,22.0,4,8740,VOY A LLeVARTE PA PR,Bad Bunny
45,"Homewrecker
sombr",45,56.0,3,8684,Homewrecker,sombr
46,"Standing Next to You
Jung Kook",14,53.0,14,8627,Standing Next to You,Jung Kook
47,"What You Saying
Lil Uzi Vert",27,38.0,9,8580,What You Saying,Lil Uzi Vert
48,"Opalite
Taylor Swift",5,42.0,21,8573,Opalite,Taylor Swift
49,"Iris
The Goo Goo Dolls",33,58.0,57,8389,Iris,The Goo Goo Dolls
50,"LES DIAMANTS DE BOKASSA
Ninho, Tiakola",11,45.0,7,8387,LES DIAMANTS DE BOKASSA,"Ninho, Tiakola"
51,"Papaoutai - Afro Soul
mikeeysmind, Chill77, Unjaps",18,52.0,2,8243,Papaoutai - Afro Soul,"mikeeysmind, Chill77, Unjaps"
52,"APT.
ROSÉ, Bruno Mars",1,43.0,71,8178,APT.,"ROSÉ, Bruno Mars"
53,"Die With A Smile
Lady Gaga, Bruno Mars",1,41.0,80,8036,Die With A Smile,"Lady Gaga, Bruno Mars"
54,"Posso Até Não Te Dar Flores
DJ Japa NK, MC Meno K, MC Ryan SP, Mc Jacaré, DJ DAVI DOGDOG",21,60.0,18,7914,Posso Até Não Te Dar Flores,"DJ Japa NK, MC Meno K, MC Ryan SP, Mc Jacaré, DJ DAVI DOGDOG"
55,"3D (feat. Jack Harlow)
Jung Kook, Jack Harlow",12,44.0,16,7822,3D (feat. Jack Harlow),"Jung Kook, Jack Harlow"
56,"BTRD
RnBoi",20,50.0,18,7745,BTRD,RnBoi
57,"Eternity
Alex Warren",14,54.0,32,7677,Eternity,Alex Warren
58,"Lord Speech
Avalanche The Architect",58,160.0,2,7605,Lord Speech,Avalanche The Architect
59,"Messy
Lola Young",3,62.0,64,7567,Messy,Lola Young
60,"NO BATIDÃO
ZXKAI, slxughter",55,55.0,7,7487,NO BATIDÃO,"ZXKAI, slxughter"
61,"Lose Control
Teddy Swims",1,57.0,122,7390,Lose Control,Teddy Swims
62,"BIRDS OF A FEATHER
Billie Eilish",2,48.0,93,7349,BIRDS OF A FEATHER,Billie Eilish
63,"GMK
WIXO & LA2S",63,139.0,2,7334,GMK,WIXO & LA2S
64,"Mr. Brightside
The Killers",57,71.0,12,7314,Mr. Brightside,The Killers
65,"LA CANCIÓN
J Balvin, Bad Bunny",20,30.0,4,7293,LA CANCIÓN,"J Balvin, Bad Bunny"
66,"Riptide
Vance Joy",34,75.0,9,7212,Riptide,Vance Joy
67,"Can't Hold Us (feat. Ray Dalton)
Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",25,79.0,270,7146,Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton"
68,"Drag Path
Twenty One Pilots",68,,1,7052,Drag Path,Twenty One Pilots
69,"Poney
Werenoi",4,76.0,46,7045,Poney,Werenoi
70,"Danza Kuduro
Don Omar, Lucenzo",29,69.0,95,6994,Danza Kuduro,"Don Omar, Lucenzo"
71,"Another Love
Tom Odell",5,63.0,262,6989,Another Love,Tom Odell
72,"Si Antes Te Hubiera Conocido
KAROL G",5,65.0,9,6966,Si Antes Te Hubiera Conocido,KAROL G
73,"White Keys
Dominic Fike",73,167.0,4,6957,White Keys,Dominic Fike
74,"Sweater Weather
The Neighbourhood",20,73.0,98,6955,Sweater Weather,The Neighbourhood
75,"Viva La Vida
Coldplay",25,70.0,190,6925,Viva La Vida,Coldplay
76,"CAFé CON RON
Bad Bunny, Los Pleneros de la Cresta",40,40.0,3,6858,CAFé CON RON,"Bad Bunny, Los Pleneros de la Cresta"
77,"Na Za Désolé
Black Cat",77,107.0,2,6842,Na Za Désolé,Black Cat
78,"Africa
TOTO",31,78.0,96,6839,Africa,TOTO
79,"Paris
Nono La Grinta",3,74.0,46,6834,Paris,Nono La Grinta
80,"Sailor Song
Gigi Perez",10,88.0,77,6811,Sailor Song,Gigi Perez
81,"Just Keep Watching (From F1® The Movie)
Tate McRae, F1 The Album",10,82.0,9,6725,Just Keep Watching (From F1® The Movie),"Tate McRae, F1 The Album"
82,"DÁKITI
Bad Bunny, JHAYCO",6,51.0,4,6594,DÁKITI,"Bad Bunny, JHAYCO"
83,"Tout donner
Naza, SDM",51,85.0,22,6466,Tout donner,"Naza, SDM"
84,"WILDFLOWER
Billie Eilish",11,77.0,9,6440,WILDFLOWER,Billie Eilish
